                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.53775,                 0.9298,                 1.0079,                0.00333,                      1,                0.22962,                0.21264,                0.39107,                 2.9332,                0.94486,             0.00035526,             0.00035526,             0.00035526
                     25,                0.46241,                0.88853,                0.91138,                0.29873,                0.33333,                  0.425,                0.37083,                0.46897,                 2.8329,                 0.9794,             0.00036595,             0.00036595,             0.00036595
                     26,                0.46455,                0.93737,                0.95219,                0.29873,                0.33333,                  0.425,                0.37083,                0.46897,                 2.8329,                 0.9794,             0.00037625,             0.00037625,             0.00037625
                     27,                0.33492,                0.76045,                0.93567,                0.80548,                0.33333,                0.61786,                0.52455,                0.44697,                 2.7158,                0.93556,             0.00038615,             0.00038615,             0.00038615
                     28,                0.31445,                0.72583,                0.92126,                0.80548,                0.33333,                0.61786,                0.52455,                0.44697,                 2.7158,                0.93556,             0.00039566,             0.00039566,             0.00039566
                     29,                0.45831,                0.79022,                0.97278,                      1,                0.51506,                0.81731,                 0.7296,                0.34881,                 2.4527,                0.85739,             0.00040477,             0.00040477,             0.00040477
                     30,                0.33642,                0.76543,                0.88614,                      1,                0.51506,                0.81731,                 0.7296,                0.34881,                 2.4527,                0.85739,             0.00041348,             0.00041348,             0.00041348
                     31,                0.44072,                0.81056,                  1.018,                0.93654,                    0.5,                0.77214,                0.77214,                0.36144,                 2.4148,                0.82445,              0.0004218,              0.0004218,              0.0004218
                     32,                0.35558,                 1.0018,                 1.0308,                0.93654,                    0.5,                0.77214,                0.77214,                0.36144,                 2.4148,                0.82445,             0.00042972,             0.00042972,             0.00042972
                     33,                0.43992,                0.97667,                 1.0648,                0.79451,                0.83333,                0.88667,                0.85656,                0.45791,                 2.5485,                0.87333,             0.00043725,             0.00043725,             0.00043725
                     34,                0.39972,                0.75031,                0.93475,                0.79451,                0.83333,                0.88667,                0.85656,                0.45791,                 2.5485,                0.87333,             0.00044438,             0.00044438,             0.00044438
                     35,                0.50093,                0.93301,                0.95644,                0.50637,                0.83333,                0.68409,                0.60772,                 0.5495,                 2.5819,                0.94526,             0.00045111,             0.00045111,             0.00045111
                     36,                0.42548,                0.88768,                0.93392,                0.50637,                0.83333,                0.68409,                0.60772,                 0.5495,                 2.5819,                0.94526,             0.00045745,             0.00045745,             0.00045745
                     37,                0.35962,                0.75872,                0.87499,                 0.7968,                0.83333,                   0.83,                0.75221,                0.49075,                 2.4392,                0.97335,             0.00046339,             0.00046339,             0.00046339
                     38,                0.48382,                0.77772,                 0.9887,                 0.7968,                0.83333,                   0.83,                0.75221,                0.49075,                 2.4392,                0.97335,             0.00046894,             0.00046894,             0.00046894
                     39,                0.34354,                0.67886,                0.96345,                0.98251,                0.83333,                0.97214,                0.74444,                0.56356,                 2.1938,                 1.0252,             0.00047409,             0.00047409,             0.00047409
                     40,                0.33411,                0.75292,                0.83666,                0.98251,                0.83333,                0.97214,                0.74444,                0.56356,                 2.1938,                 1.0252,             0.00047884,             0.00047884,             0.00047884
                     41,                0.41134,                0.84741,                0.89245,                      1,                0.95275,                  0.995,                0.77132,                0.61894,                 2.3345,                  1.017,              0.0004832,              0.0004832,              0.0004832
                     42,                0.47515,                0.98413,                 1.0413,                      1,                0.95275,                  0.995,                0.77132,                0.61894,                 2.3345,                  1.017,             0.00048716,             0.00048716,             0.00048716
                     43,                0.32828,                0.69065,                0.92006,                      1,                0.66645,                0.91333,                0.68749,                0.72611,                  2.551,                 1.0443,             0.00049073,             0.00049073,             0.00049073
                     44,                0.30143,                0.70583,                0.87455,                      1,                0.66645,                0.91333,                0.68749,                0.72611,                  2.551,                 1.0443,              0.0004939,              0.0004939,              0.0004939
                     45,                0.36941,                0.80734,                0.83859,                0.61045,                0.78806,                0.77458,                0.62859,                0.81163,                  2.877,                 1.1409,             0.00049667,             0.00049667,             0.00049667
                     46,                0.37665,                0.76294,                0.93304,                0.61045,                0.78806,                0.77458,                0.62859,                0.81163,                  2.877,                 1.1409,             0.00049905,             0.00049905,             0.00049905
                     47,                0.40566,                0.88838,                0.89952,                0.98616,                0.66667,                0.85125,                0.66468,                 1.0677,                 2.8089,                 1.3638,             0.00050103,             0.00050103,             0.00050103
                     48,                0.39394,                0.80916,                0.97138,                0.98616,                0.66667,                0.85125,                0.66468,                 1.0677,                 2.8089,                 1.3638,             0.00050262,             0.00050262,             0.00050262
                     49,                 0.4694,                0.90072,                0.91799,                0.99239,                0.66667,                0.86725,                0.77275,                0.66357,                 2.4892,                  1.032,             0.00050381,             0.00050381,             0.00050381
                     50,                0.43033,                0.85431,                0.90842,                0.99239,                0.66667,                0.86725,                0.77275,                0.66357,                 2.4892,                  1.032,              0.0005046,              0.0005046,              0.0005046
                     51,                0.44372,                0.79083,                0.97362,                      1,                0.96751,                  0.995,                0.93184,                0.46213,                 2.2908,                0.97821,               0.000505,               0.000505,               0.000505
                     52,                0.34498,                0.62044,                0.83931,                      1,                0.96751,                  0.995,                0.93184,                0.46213,                 2.2908,                0.97821,               0.000505,               0.000505,               0.000505
                     53,                0.42101,                 1.2056,                 0.9869,                      1,                0.96751,                  0.995,                0.93184,                0.46213,                 2.2908,                0.97821,             0.00050461,             0.00050461,             0.00050461
                     54,                0.39661,                0.72539,                0.91053,                0.85654,                0.99577,                0.92357,                0.89559,                0.36002,                 2.2363,                0.92254,             0.00050382,             0.00050382,             0.00050382
                     55,                0.33288,                0.70031,                0.96341,                0.85654,                0.99577,                0.92357,                0.89559,                0.36002,                 2.2363,                0.92254,             0.00050263,             0.00050263,             0.00050263
                     56,                0.44472,                0.71792,                0.93661,                0.85654,                0.99577,                0.92357,                0.89559,                0.36002,                 2.2363,                0.92254,             0.00050105,             0.00050105,             0.00050105
                     57,                0.42207,                0.69844,                0.88151,                0.85645,                0.99514,                0.85286,                  0.829,                0.35224,                 2.1357,                 0.9045,             0.00049907,             0.00049907,             0.00049907
                     58,                0.44595,                 1.1215,                 1.0264,                0.85645,                0.99514,                0.85286,                  0.829,                0.35224,                 2.1357,                 0.9045,              0.0004967,              0.0004967,              0.0004967
                     59,                0.46463,                 1.1253,                0.98768,                0.85645,                0.99514,                0.85286,                  0.829,                0.35224,                 2.1357,                 0.9045,             0.00049393,             0.00049393,             0.00049393
                     60,                0.34431,                0.72451,                0.90285,                0.85429,                      1,                0.85286,                0.80561,                0.32818,                 2.0922,                 0.8764,             0.00049076,             0.00049076,             0.00049076
                     61,                0.57774,                0.95794,                 1.0218,                0.85429,                      1,                0.85286,                0.80561,                0.32818,                 2.0922,                 0.8764,              0.0004872,              0.0004872,              0.0004872
                     62,                0.41014,                0.84695,                0.96486,                0.85429,                      1,                0.85286,                0.80561,                0.32818,                 2.0922,                 0.8764,             0.00048324,             0.00048324,             0.00048324
                     63,                0.46558,                0.85867,                  0.966,                0.85222,                      1,                0.85286,                0.82724,                0.30552,                 1.9462,                0.83401,             0.00047889,             0.00047889,             0.00047889
                     64,                0.37841,                0.77733,                0.93754,                0.85222,                      1,                0.85286,                0.82724,                0.30552,                 1.9462,                0.83401,             0.00047414,             0.00047414,             0.00047414
                     65,                0.53929,                0.82143,                 1.0129,                0.85222,                      1,                0.85286,                0.82724,                0.30552,                 1.9462,                0.83401,             0.00046899,             0.00046899,             0.00046899
                     66,                0.65978,                0.88236,                 1.0787,                 0.8539,                      1,                0.90071,                0.87031,                0.31144,                 1.8945,                 0.8338,             0.00046345,             0.00046345,             0.00046345
                     67,                0.57489,                0.81997,                0.99096,                 0.8539,                      1,                0.90071,                0.87031,                0.31144,                 1.8945,                 0.8338,             0.00045751,             0.00045751,             0.00045751
                     68,                0.53528,                0.96284,                0.95282,                 0.8539,                      1,                0.90071,                0.87031,                0.31144,                 1.8945,                 0.8338,             0.00045118,             0.00045118,             0.00045118
                     69,                0.45364,                0.78363,                0.98141,                0.85645,                0.99512,                0.90071,                 0.8399,                0.34969,                 1.8937,                0.84699,             0.00044445,             0.00044445,             0.00044445
                     70,                0.44158,                0.77181,                  0.878,                0.85645,                0.99512,                0.90071,                 0.8399,                0.34969,                 1.8937,                0.84699,             0.00043732,             0.00043732,             0.00043732
                     71,                0.42468,                0.78305,                0.94107,                0.85645,                0.99512,                0.90071,                 0.8399,                0.34969,                 1.8937,                0.84699,              0.0004298,              0.0004298,              0.0004298
                     72,                0.35551,                0.72896,                0.96621,                0.85533,                0.98731,                0.94786,                0.83324,                0.41731,                  1.981,                0.89739,             0.00042188,             0.00042188,             0.00042188
                     73,                0.32434,                 0.6759,                0.89541,                0.85533,                0.98731,                0.94786,                0.83324,                0.41731,                  1.981,                0.89739,             0.00041357,             0.00041357,             0.00041357
                     74,                0.30562,                0.66721,                0.88537,                0.85533,                0.98731,                0.94786,                0.83324,                0.41731,                  1.981,                0.89739,             0.00040486,             0.00040486,             0.00040486
                     75,                0.41131,                0.69045,                0.91433,                0.85597,                0.99182,                0.94786,                0.83591,                0.43104,                 1.9214,                0.91827,             0.00039575,             0.00039575,             0.00039575
                     76,                0.33753,                0.69004,                0.90056,                0.85597,                0.99182,                0.94786,                0.83591,                0.43104,                 1.9214,                0.91827,             0.00038625,             0.00038625,             0.00038625
                     77,                0.33856,                0.69802,                 0.8972,                0.85597,                0.99182,                0.94786,                0.83591,                0.43104,                 1.9214,                0.91827,             0.00037635,             0.00037635,             0.00037635
                     78,                0.45324,                0.82294,                0.94045,                0.84073,                      1,                0.97214,                0.88767,                 0.3809,                 1.8135,                0.88802,             0.00036606,             0.00036606,             0.00036606
                     79,                0.40819,                0.74638,                0.93126,                0.84073,                      1,                0.97214,                0.88767,                 0.3809,                 1.8135,                0.88802,             0.00035537,             0.00035537,             0.00035537
                     80,                0.25281,                0.59873,                0.90901,                0.84073,                      1,                0.97214,                0.88767,                 0.3809,                 1.8135,                0.88802,             0.00034428,             0.00034428,             0.00034428
                     81,                0.26625,                 0.6942,                0.86115,                0.99976,                      1,                  0.995,                0.92524,                0.34797,                 1.7616,                0.89361,              0.0003328,              0.0003328,              0.0003328
                     82,                0.51316,                0.73575,                0.90486,                0.99976,                      1,                  0.995,                0.92524,                0.34797,                 1.7616,                0.89361,             0.00032092,             0.00032092,             0.00032092
                     83,                0.31439,                0.61901,                0.88494,                0.99976,                      1,                  0.995,                0.92524,                0.34797,                 1.7616,                0.89361,             0.00030865,             0.00030865,             0.00030865
                     84,                0.27911,                 0.6218,                0.96911,                0.99171,                      1,                  0.995,                0.94874,                0.34075,                 1.6379,                0.91225,             0.00029598,             0.00029598,             0.00029598
                     85,                0.66272,                 1.1305,                 0.9606,                0.99171,                      1,                  0.995,                0.94874,                0.34075,                 1.6379,                0.91225,             0.00028291,             0.00028291,             0.00028291
                     86,                0.32838,                0.65092,                0.94575,                0.99171,                      1,                  0.995,                0.94874,                0.34075,                 1.6379,                0.91225,             0.00026945,             0.00026945,             0.00026945
                     87,                0.31485,                0.70077,                0.96457,                0.99171,                      1,                  0.995,                0.94874,                0.34075,                 1.6379,                0.91225,             0.00025559,             0.00025559,             0.00025559
                     88,                0.64089,                0.98449,                 1.0977,                0.99401,                      1,                  0.995,                0.94874,                0.32568,                 1.5127,                0.89577,             0.00024134,             0.00024134,             0.00024134
                     89,                0.40472,                 0.7224,                0.87677,                0.99401,                      1,                  0.995,                0.94874,                0.32568,                 1.5127,                0.89577,             0.00022669,             0.00022669,             0.00022669
                     90,                  0.379,                0.67803,                0.99085,                0.99401,                      1,                  0.995,                0.94874,                0.32568,                 1.5127,                0.89577,             0.00021164,             0.00021164,             0.00021164
                     91,                0.40866,                  1.511,                 1.1149,                0.99401,                      1,                  0.995,                0.94874,                0.32568,                 1.5127,                0.89577,              0.0001962,              0.0001962,              0.0001962
                     92,                0.31734,                 1.6203,                 1.0229,                0.99368,                      1,                  0.995,                0.94874,                0.29425,                 1.3325,                0.86971,             0.00018036,             0.00018036,             0.00018036
                     93,                0.30595,                 1.3509,                0.92013,                0.99368,                      1,                  0.995,                0.94874,                0.29425,                 1.3325,                0.86971,             0.00016413,             0.00016413,             0.00016413
                     94,                0.38276,                 1.4384,                 1.0132,                0.99368,                      1,                  0.995,                0.94874,                0.29425,                 1.3325,                0.86971,              0.0001475,              0.0001475,              0.0001475
                     95,                0.28861,                 1.3546,                0.88138,                0.99368,                      1,                  0.995,                0.94874,                0.29425,                 1.3325,                0.86971,             0.00013047,             0.00013047,             0.00013047
                     96,                0.30463,                  1.371,                0.91267,                0.99284,                      1,                  0.995,                  0.944,                0.25989,                 1.2324,                0.83955,             0.00011305,             0.00011305,             0.00011305
                     97,                0.26066,                 1.2512,                0.99804,                0.99284,                      1,                  0.995,                  0.944,                0.25989,                 1.2324,                0.83955,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                0.26716,                 1.2792,                0.89407,                0.99284,                      1,                  0.995,                  0.944,                0.25989,                 1.2324,                0.83955,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                0.26656,                 1.3057,                 0.9942,                0.99284,                      1,                  0.995,                  0.944,                0.25989,                 1.2324,                0.83955,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                0.25902,                  1.166,                0.92923,                0.99239,                      1,                  0.995,                0.96511,                0.23966,                 1.1709,                0.82002,             3.9402e-05,             3.9402e-05,             3.9402e-05
