                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                      0,                 3.0957,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5653,                      0,             0.00029585,             0.00029585,             0.00029585
                     20,                      0,                 3.0654,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5653,                      0,             0.00030852,             0.00030852,             0.00030852
                     21,                      0,                 3.0627,                      0,                      0,                      0,                      0,                      0,                      0,                  2.575,                      0,              0.0003208,              0.0003208,              0.0003208
                     22,                      0,                 3.0519,                      0,                      0,                      0,                      0,                      0,                      0,                  2.575,                      0,             0.00033268,             0.00033268,             0.00033268
                     23,                      0,                  3.047,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5706,                      0,             0.00034417,             0.00034417,             0.00034417
                     24,                      0,                 3.0385,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5706,                      0,             0.00035526,             0.00035526,             0.00035526
                     25,                      0,                 3.0614,                      0,                      0,                      0,                      0,                      0,                      0,                  2.513,                      0,             0.00036595,             0.00036595,             0.00036595
                     26,                      0,                 3.0048,                      0,                      0,                      0,                      0,                      0,                      0,                  2.513,                      0,             0.00037625,             0.00037625,             0.00037625
                     27,                      0,                  3.011,                      0,                      0,                      0,                      0,                      0,                      0,                 2.4485,                      0,             0.00038615,             0.00038615,             0.00038615
                     28,                      0,                 2.9805,                      0,                      0,                      0,                      0,                      0,                      0,                 2.4485,                      0,             0.00039566,             0.00039566,             0.00039566
                     29,                      0,                 2.9865,                      0,                      0,                      0,                      0,                      0,                      0,                  2.402,                      0,             0.00040477,             0.00040477,             0.00040477
                     30,                      0,                 2.9557,                      0,                      0,                      0,                      0,                      0,                      0,                  2.402,                      0,             0.00041348,             0.00041348,             0.00041348
                     31,                      0,                 2.9572,                      0,                      0,                      0,                      0,                      0,                      0,                 2.3766,                      0,              0.0004218,              0.0004218,              0.0004218
                     32,                      0,                 2.9415,                      0,                      0,                      0,                      0,                      0,                      0,                 2.3766,                      0,             0.00042972,             0.00042972,             0.00042972
                     33,                      0,                 2.9367,                      0,                      0,                      0,                      0,                      0,                      0,                 2.3333,                      0,             0.00043725,             0.00043725,             0.00043725
                     34,                      0,                 2.9079,                      0,                      0,                      0,                      0,                      0,                      0,                 2.3333,                      0,             0.00044438,             0.00044438,             0.00044438
                     35,                      0,                 2.9143,                      0,                      0,                      0,                      0,                      0,                      0,                  2.293,                      0,             0.00045111,             0.00045111,             0.00045111
                     36,                      0,                   2.88,                      0,                      0,                      0,                      0,                      0,                      0,                  2.293,                      0,             0.00045745,             0.00045745,             0.00045745
                     37,                      0,                 2.8836,                      0,                      0,                      0,                      0,                      0,                      0,                 2.2254,                      0,             0.00046339,             0.00046339,             0.00046339
                     38,                      0,                 2.8589,                      0,                      0,                      0,                      0,                      0,                      0,                 2.2254,                      0,             0.00046894,             0.00046894,             0.00046894
                     39,                      0,                 2.8687,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1932,                      0,             0.00047409,             0.00047409,             0.00047409
                     40,                      0,                 2.8486,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1932,                      0,             0.00047884,             0.00047884,             0.00047884
                     41,                      0,                 2.8864,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1431,                      0,              0.0004832,              0.0004832,              0.0004832
                     42,                      0,                 2.8064,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1431,                      0,             0.00048716,             0.00048716,             0.00048716
                     43,                      0,                 2.8214,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0853,                      0,             0.00049073,             0.00049073,             0.00049073
                     44,                      0,                 2.8291,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0853,                      0,              0.0004939,              0.0004939,              0.0004939
                     45,                      0,                 2.7829,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1307,                      0,             0.00049667,             0.00049667,             0.00049667
                     46,                      0,                 2.7937,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1307,                      0,             0.00049905,             0.00049905,             0.00049905
                     47,                      0,                  2.779,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1603,                      0,             0.00050103,             0.00050103,             0.00050103
                     48,                      0,                 2.7786,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1603,                      0,             0.00050262,             0.00050262,             0.00050262
                     49,                      0,                 2.7511,                      0,                      0,                      0,                      0,                      0,                      0,                  2.147,                      0,             0.00050381,             0.00050381,             0.00050381
                     50,                      0,                 2.7223,                      0,                      0,                      0,                      0,                      0,                      0,                  2.147,                      0,              0.0005046,              0.0005046,              0.0005046
                     51,                      0,                 2.7283,                      0,                      0,                      0,                      0,                      0,                      0,                  2.104,                      0,               0.000505,               0.000505,               0.000505
                     52,                      0,                 2.6999,                      0,                      0,                      0,                      0,                      0,                      0,                  2.104,                      0,               0.000505,               0.000505,               0.000505
                     53,                      0,                 2.6866,                      0,                      0,                      0,                      0,                      0,                      0,                  2.104,                      0,             0.00050461,             0.00050461,             0.00050461
                     54,                      0,                  2.703,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0554,                      0,             0.00050382,             0.00050382,             0.00050382
                     55,                      0,                 2.6658,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0554,                      0,             0.00050263,             0.00050263,             0.00050263
                     56,                      0,                  2.665,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0554,                      0,             0.00050105,             0.00050105,             0.00050105
                     57,                      0,                 2.6683,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0266,                      0,             0.00049907,             0.00049907,             0.00049907
                     58,                      0,                  2.641,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0266,                      0,              0.0004967,              0.0004967,              0.0004967
                     59,                      0,                  2.646,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0266,                      0,             0.00049393,             0.00049393,             0.00049393
                     60,                      0,                 2.6462,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0613,                      0,             0.00049076,             0.00049076,             0.00049076
                     61,                      0,                 2.6126,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0613,                      0,              0.0004872,              0.0004872,              0.0004872
                     62,                      0,                 2.6183,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0613,                      0,             0.00048324,             0.00048324,             0.00048324
                     63,                      0,                 2.6203,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0876,                      0,             0.00047889,             0.00047889,             0.00047889
                     64,                      0,                 2.5925,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0876,                      0,             0.00047414,             0.00047414,             0.00047414
                     65,                      0,                 2.5991,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0876,                      0,             0.00046899,             0.00046899,             0.00046899
                     66,                      0,                 2.5917,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0666,                      0,             0.00046345,             0.00046345,             0.00046345
                     67,                      0,                 2.5836,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0666,                      0,             0.00045751,             0.00045751,             0.00045751
                     68,                      0,                 2.5653,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0666,                      0,             0.00045118,             0.00045118,             0.00045118
                     69,                      0,                 2.5755,                      0,                      0,                      0,                      0,                      0,                      0,                  2.055,                      0,             0.00044445,             0.00044445,             0.00044445
                     70,                      0,                 2.5363,                      0,                      0,                      0,                      0,                      0,                      0,                  2.055,                      0,             0.00043732,             0.00043732,             0.00043732
                     71,                      0,                 2.5508,                      0,                      0,                      0,                      0,                      0,                      0,                  2.055,                      0,              0.0004298,              0.0004298,              0.0004298
                     72,                      0,                 2.5574,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0228,                      0,             0.00042188,             0.00042188,             0.00042188
                     73,                      0,                 2.5258,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0228,                      0,             0.00041357,             0.00041357,             0.00041357
                     74,                      0,                 2.5099,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0228,                      0,             0.00040486,             0.00040486,             0.00040486
                     75,                      0,                 2.5341,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0302,                      0,             0.00039575,             0.00039575,             0.00039575
                     76,                      0,                 2.5023,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0302,                      0,             0.00038625,             0.00038625,             0.00038625
                     77,                      0,                 2.5069,                      0,                      0,                      0,                      0,                      0,                      0,                 2.0302,                      0,             0.00037635,             0.00037635,             0.00037635
                     78,                      0,                 2.5085,                      0,                      0,                      0,                      0,                      0,                      0,                  1.975,                      0,             0.00036606,             0.00036606,             0.00036606
                     79,                      0,                 2.4811,                      0,                      0,                      0,                      0,                      0,                      0,                  1.975,                      0,             0.00035537,             0.00035537,             0.00035537
                     80,                      0,                 2.4807,                      0,                      0,                      0,                      0,                      0,                      0,                  1.975,                      0,             0.00034428,             0.00034428,             0.00034428
                     81,                      0,                 2.4756,                      0,                      0,                      0,                      0,                      0,                      0,                  1.911,                      0,              0.0003328,              0.0003328,              0.0003328
                     82,                      0,                 2.4619,                      0,                      0,                      0,                      0,                      0,                      0,                  1.911,                      0,             0.00032092,             0.00032092,             0.00032092
                     83,                      0,                 2.4631,                      0,                      0,                      0,                      0,                      0,                      0,                  1.911,                      0,             0.00030865,             0.00030865,             0.00030865
                     84,                      0,                 2.4667,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8807,                      0,             0.00029598,             0.00029598,             0.00029598
                     85,                      0,                 2.4596,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8807,                      0,             0.00028291,             0.00028291,             0.00028291
                     86,                      0,                 2.4482,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8807,                      0,             0.00026945,             0.00026945,             0.00026945
                     87,                      0,                 2.4604,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8807,                      0,             0.00025559,             0.00025559,             0.00025559
                     88,                      0,                 2.4586,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8917,                      0,             0.00024134,             0.00024134,             0.00024134
                     89,                      0,                 2.5523,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8917,                      0,             0.00022669,             0.00022669,             0.00022669
                     90,                      0,                 2.4472,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8917,                      0,             0.00021164,             0.00021164,             0.00021164
                     91,                      0,                 2.4368,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8917,                      0,              0.0001962,              0.0001962,              0.0001962
                     92,                      0,                 2.4365,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9249,                      0,             0.00018036,             0.00018036,             0.00018036
                     93,                      0,                 2.4261,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9249,                      0,             0.00016413,             0.00016413,             0.00016413
                     94,                      0,                 2.4334,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9249,                      0,              0.0001475,              0.0001475,              0.0001475
                     95,                      0,                 2.4305,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9249,                      0,             0.00013047,             0.00013047,             0.00013047
                     96,                      0,                 2.4224,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9514,                      0,             0.00011305,             0.00011305,             0.00011305
                     97,                      0,                 2.4195,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9514,                      0,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                      0,                 2.4224,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9514,                      0,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                      0,                 2.4335,                      0,                      0,                      0,                      0,                      0,                      0,                 1.9514,                      0,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                      0,                 2.4219,                      0,                      0,                      0,                      0,                      0,                      0,                  1.968,                      0,             3.9402e-05,             3.9402e-05,             3.9402e-05
