                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                      0,                 5.1072,                      0,                      0,                      0,                      0,                      0,                      0,                 5.5514,                      0,             0.00050103,             0.00050103,             0.00050103
                     48,                      0,                 5.2103,                      0,                      0,                      0,                      0,                      0,                      0,                 5.5514,                      0,             0.00050262,             0.00050262,             0.00050262
                     49,                      0,                 5.1892,                      0,                      0,                      0,                      0,                      0,                      0,                  5.443,                      0,             0.00050381,             0.00050381,             0.00050381
                     50,                      0,                 4.9662,                      0,                      0,                      0,                      0,                      0,                      0,                  5.443,                      0,              0.0005046,              0.0005046,              0.0005046
                     51,                      0,                 5.0747,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2408,                      0,               0.000505,               0.000505,               0.000505
                     52,                      0,                 4.8901,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2408,                      0,               0.000505,               0.000505,               0.000505
                     53,                      0,                 4.9227,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2408,                      0,             0.00050461,             0.00050461,             0.00050461
                     54,                      0,                 4.9189,                      0,                      0,                      0,                      0,                      0,                      0,                 5.0791,                      0,             0.00050382,             0.00050382,             0.00050382
                     55,                      0,                 4.8375,                      0,                      0,                      0,                      0,                      0,                      0,                 5.0791,                      0,             0.00050263,             0.00050263,             0.00050263
                     56,                      0,                 4.8282,                      0,                      0,                      0,                      0,                      0,                      0,                 5.0791,                      0,             0.00050105,             0.00050105,             0.00050105
                     57,                      0,                 4.9647,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2278,                      0,             0.00049907,             0.00049907,             0.00049907
                     58,                      0,                 4.7522,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2278,                      0,              0.0004967,              0.0004967,              0.0004967
                     59,                      0,                 4.8127,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2278,                      0,             0.00049393,             0.00049393,             0.00049393
                     60,                      0,                 4.7573,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2249,                      0,             0.00049076,             0.00049076,             0.00049076
                     61,                      0,                 4.7092,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2249,                      0,              0.0004872,              0.0004872,              0.0004872
                     62,                      0,                 4.7335,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2249,                      0,             0.00048324,             0.00048324,             0.00048324
                     63,                      0,                 4.7002,                      0,                      0,                      0,                      0,                      0,                      0,                 4.8161,                      0,             0.00047889,             0.00047889,             0.00047889
                     64,                      0,                 4.6425,                      0,                      0,                      0,                      0,                      0,                      0,                 4.8161,                      0,             0.00047414,             0.00047414,             0.00047414
                     65,                      0,                 4.8981,                      0,                      0,                      0,                      0,                      0,                      0,                 4.8161,                      0,             0.00046899,             0.00046899,             0.00046899
                     66,                      0,                 4.6633,                      0,                      0,                      0,                      0,                      0,                      0,                 4.6052,                      0,             0.00046345,             0.00046345,             0.00046345
                     67,                      0,                 4.6092,                      0,                      0,                      0,                      0,                      0,                      0,                 4.6052,                      0,             0.00045751,             0.00045751,             0.00045751
                     68,                      0,                 4.7381,                      0,                      0,                      0,                      0,                      0,                      0,                 4.6052,                      0,             0.00045118,             0.00045118,             0.00045118
                     69,                      0,                 4.7694,                      0,                      0,                      0,                      0,                      0,                      0,                 4.5025,                      0,             0.00044445,             0.00044445,             0.00044445
                     70,                      0,                 4.6433,                      0,                      0,                      0,                      0,                      0,                      0,                 4.5025,                      0,             0.00043732,             0.00043732,             0.00043732
                     71,                      0,                 4.6363,                      0,                      0,                      0,                      0,                      0,                      0,                 4.5025,                      0,              0.0004298,              0.0004298,              0.0004298
                     72,                      0,                 4.6496,                      0,                      0,                      0,                      0,                      0,                      0,                 4.4025,                      0,             0.00042188,             0.00042188,             0.00042188
                     73,                      0,                 4.5172,                      0,                      0,                      0,                      0,                      0,                      0,                 4.4025,                      0,             0.00041357,             0.00041357,             0.00041357
                     74,                      0,                 4.5717,                      0,                      0,                      0,                      0,                      0,                      0,                 4.4025,                      0,             0.00040486,             0.00040486,             0.00040486
                     75,                      0,                 4.5921,                      0,                      0,                      0,                      0,                      0,                      0,                 4.2908,                      0,             0.00039575,             0.00039575,             0.00039575
                     76,                      0,                 4.4698,                      0,                      0,                      0,                      0,                      0,                      0,                 4.2908,                      0,             0.00038625,             0.00038625,             0.00038625
                     77,                      0,                 4.4982,                      0,                      0,                      0,                      0,                      0,                      0,                 4.2908,                      0,             0.00037635,             0.00037635,             0.00037635
                     78,                      0,                 4.5153,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1837,                      0,             0.00036606,             0.00036606,             0.00036606
                     79,                      0,                 4.4619,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1837,                      0,             0.00035537,             0.00035537,             0.00035537
                     80,                      0,                 4.4219,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1837,                      0,             0.00034428,             0.00034428,             0.00034428
                     81,                      0,                 4.4709,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1046,                      0,              0.0003328,              0.0003328,              0.0003328
                     82,                      0,                 4.4538,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1046,                      0,             0.00032092,             0.00032092,             0.00032092
                     83,                      0,                 4.4061,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1046,                      0,             0.00030865,             0.00030865,             0.00030865
                     84,                      0,                 4.4733,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0333,                      0,             0.00029598,             0.00029598,             0.00029598
                     85,                      0,                 4.6985,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0333,                      0,             0.00028291,             0.00028291,             0.00028291
                     86,                      0,                 4.3862,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0333,                      0,             0.00026945,             0.00026945,             0.00026945
                     87,                      0,                 4.4548,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0333,                      0,             0.00025559,             0.00025559,             0.00025559
                     88,                      0,                 4.4036,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9717,                      0,             0.00024134,             0.00024134,             0.00024134
                     89,                      0,                 4.3708,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9717,                      0,             0.00022669,             0.00022669,             0.00022669
                     90,                      0,                 4.3961,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9717,                      0,             0.00021164,             0.00021164,             0.00021164
                     91,                      0,                 4.4238,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9717,                      0,              0.0001962,              0.0001962,              0.0001962
                     92,                      0,                  4.383,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9242,                      0,             0.00018036,             0.00018036,             0.00018036
                     93,                      0,                 4.3528,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9242,                      0,             0.00016413,             0.00016413,             0.00016413
                     94,                      0,                 4.3663,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9242,                      0,              0.0001475,              0.0001475,              0.0001475
                     95,                      0,                 4.3455,                      0,                      0,                      0,                      0,                      0,                      0,                 3.9242,                      0,             0.00013047,             0.00013047,             0.00013047
                     96,                      0,                 4.3419,                      0,                      0,                      0,                      0,                      0,                      0,                 3.8947,                      0,             0.00011305,             0.00011305,             0.00011305
                     97,                      0,                 4.3231,                      0,                      0,                      0,                      0,                      0,                      0,                 3.8947,                      0,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                      0,                 4.3268,                      0,                      0,                      0,                      0,                      0,                      0,                 3.8947,                      0,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                      0,                 4.3771,                      0,                      0,                      0,                      0,                      0,                      0,                 3.8947,                      0,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                      0,                 4.3431,                      0,                      0,                      0,                      0,                      0,                      0,                 3.8591,                      0,             3.9402e-05,             3.9402e-05,             3.9402e-05
